Item Purchased,Size,Color,Category,Season,Review Rating,Purchase Amount (USD),Discount Applied,Shipping Type,Payment Method,Customer ID
Shorts,L,Gray,Clothing,Summer,3.1,67,Yes,Next Day Air,Bank Transfer,969
Headphones,S,Red,Clothing,Summer,3,,Yes,Standard,Cash,4998
Blouse,M,Peach,Clothing,Spring,2.6,25,No,Express,Bank Transfer,3151
Dress,M,Cyan,Clothing,Fall,2.8,97,No,Free Shipping,Bank Transfer,3269
Skirt,M,Purple,Clothing,Summer,3.4,67,Yes,Standard,Debit Card,164
Watch,S,Green,Accessories,Spring,3,1106.69,Yes,Express,Cash,5054
Shorts,S,Turquoise,Clothing,Spring,3.6,82,Yes,Standard,Bank Transfer,448
Sandals,M,Silver,Footwear,Spring,3.9,27,Yes,Next Day Air,Cash,1471
Watch,S,Green,Accessories,Autumn,,,No,Express,PayPal,4024
Socks,L,Charcoal,Clothing,Spring,4,51,No,Standard,Credit Card,2032
Handbag,S,Gold,Accessories,Winter,3,53,Yes,Store Pickup,PayPal,776
Boots,S,Maroon,Footwear,Winter,3.8,95,No,2-Day Shipping,PayPal,2856
Belt,S,Orange,Accessories,Summer,4.8,99,Yes,Standard,Cash,757
Jeans,S,Violet,Clothing,Fall,4,20,No,2-Day Shipping,Debit Card,1796
Hoodie,M,Silver,Clothing,Summer,3.8,51,No,Next Day Air,Credit Card,2629
Headphones,L,Blue,Clothing,Winter,,1384.26,No,Standard,Credit Card,4969
Pants,L,Yellow,Clothing,Spring,4.9,85,No,Express,Venmo,2661
Pants,S,Maroon,Clothing,Spring,4.6,98,No,Express,Bank Transfer,2774
Jacket,L,Cyan,Outerwear,Summer,3.4,64,No,Free Shipping,Venmo,1777
Skirt,M,Pink,Clothing,Summer,2.8,88,Yes,Next Day Air,Cash,466
Gloves,XL,Cyan,Accessories,Spring,4.1,94,No,Express,Cash,2377
Coat,M,Indigo,Outerwear,Spring,5,30,No,2-Day Shipping,Credit Card,2292
Blouse,L,Blue,Clothing,Spring,3.2,48,No,Next Day Air,PayPal,3040
Scarf,L,Indigo,Accessories,Winter,3,90,No,2-Day Shipping,Bank Transfer,2565
Scarf,M,Charcoal,Accessories,Winter,4.3,62,No,Free Shipping,Venmo,1780
Scarf,XL,Purple,Accessories,Spring,4,96,Yes,Store Pickup,Credit Card,1074
Shorts,L,Olive,Clothing,,3.8,43,No,Next Day Air,PayPal,2678
Phone,,Blue,,Summer,5,716.34,Yes,Standard,PayPal,4431
Sunglasses,L,Beige,Accessories,Winter,3.5,68,No,Express,PayPal,2923
Gloves,M,Peach,Accessories,Spring,4.6,55,Yes,Express,Cash,407
Backpack,M,Olive,Accessories,Spring,4.6,20,No,Express,PayPal,3639
Watch,S,Green,Accessories,Winter,,,Yes,Express,PayPal,4466
Socks,M,Indigo,Clothing,Winter,4.7,25,No,Express,PayPal,3271
,M,Lavender,Accessories,Winter,3.6,27,No,2-Day Shipping,Cash,2001
Shorts,M,Violet,Clothing,Summer,3.9,41,Yes,Free Shipping,Venmo,253
Shirt,L,Turquoise,Clothing,Spring,3.6,46,Yes,Express,Debit Card,1407
Shirt,S,Gray,Clothing,Spring,3.9,65,No,Standard,Venmo,3224
Laptop,M,Black,,Summer,4,993.53,No,Express,Credit Card,4288
Jacket,L,Gold,Outerwear,Winter,2.7,43,No,Free Shipping,Bank Transfer,1935
Jewelry,M,Blue,Accessories,Summer,3.9,81,No,2-Day Shipping,Credit Card,3512
Blouse,M,Green,Clothing,Spring,4.2,23,No,Next Day Air,Venmo,3297
Sweater,XL,Gold,Clothing,Spring,2.9,56,No,Express,PayPal,2055
Belt,M,Magenta,Accessories,Fall,3.1,40,Yes,Free Shipping,Credit Card,1367
Shirt,M,Brown,Clothing,Winter,3.3,98,No,Store Pickup,Bank Transfer,2059
Handbag,XL,Charcoal,Accessories,Summer,3.4,84,No,Store Pickup,Bank Transfer,3701
Coat,S,Peach,Outerwear,Spring,4.4,32,Yes,Standard,Bank Transfer,85
Backpack,XL,Brown,Accessories,Summer,4.7,73,Yes,Store Pickup,Credit Card,57
Pants,M,Gray,Clothing,Spring,3.9,84,No,Next Day Air,PayPal,2649
Sweater,M,Beige,Clothing,Winter,4.8,23,No,Next Day Air,Cash,2021
Pants,M,Purple,Clothing,Summer,4.7,36,Yes,Express,Venmo,1139
Dress,XL,Charcoal,Clothing,Spring,4.9,70,Yes,Next Day Air,Cash,1019
Scarf,L,Charcoal,Accessories,Summer,2.6,87,No,2-Day Shipping,Venmo,3595
Laptop,S,Black,Accessories,Summer,,,Yes,Express,PayPal,5028
Hat,XL,Charcoal,Accessories,Winter,4.2,32,Yes,Standard,Bank Transfer,606
Jewelry,S,Black,Accessories,Summer,4,31,Yes,Next Day Air,Credit Card,1614
Jacket,M,White,Outerwear,Winter,4.3,80,Yes,Free Shipping,PayPal,658
Scarf,M,Violet,Accessories,Spring,3.4,74,No,Store Pickup,Cash,2155
Sunglasses,XL,Teal,Accessories,Fall,3.5,75,Yes,Express,Credit Card,1559
Hoodie,M,Green,Clothing,Summer,4.8,97,No,2-Day Shipping,Cash,2485
Backpack,M,Black,Accessories,Winter,4.3,31,Yes,Express,Bank Transfer,1175
Pants,S,Pink,Clothing,Spring,3.4,78,No,2-Day Shipping,Credit Card,3388
Dress,S,Black,Clothing,Fall,4.1,48,Yes,Store Pickup,Credit Card,30
Shirt,M,Silver,Clothing,Spring,4.2,24,Yes,2-Day Shipping,PayPal,924
Bag,S,Blue,Accessories,Summer,,,Yes,Standard,PayPal,5085
Jeans,L,Teal,Clothing,Summer,3.8,87,No,2-Day Shipping,Bank Transfer,2859
Pants,M,Blue,Clothing,Winter,3.8,62,Yes,Next Day Air,Bank Transfer,1210
Shirt,S,Yellow,Clothing,Winter,4.9,83,No,Free Shipping,PayPal,3147
Scarf,M,Black,Accessories,Fall,3.2,78,Yes,2-Day Shipping,Credit Card,198
Dress,M,Peach,Clothing,Spring,3.5,21,Yes,Next Day Air,Venmo,1638
Skirt,S,White,Clothing,Winter,4.8,73,No,Standard,PayPal,2146
Coat,L,Gray,Outerwear,Winter,4.4,33,Yes,Store Pickup,Debit Card,68
Boots,L,Black,Footwear,Spring,5,55,Yes,Store Pickup,Credit Card,966
Scarf,M,Blue,Accessories,Fall,4.9,82,No,Express,PayPal,2261
Scarf,S,Gold,Accessories,Fall,3.7,65,No,Express,Debit Card,2445
Shoes,M,Yellow,Footwear,Winter,4,37,No,Standard,Cash,2913
Pants,L,Silver,Clothing,Fall,4.9,79,Yes,Express,PayPal,1456
Phone,M,Red,Accessories,Summer,,,Yes,Express,Cash,4198
Jacket,M,Olive,Outerwear,Summer,3.9,46,No,Free Shipping,PayPal,3319
Phone,,Black,Electronics,Autumn,2,,No,Standard,Debit Card,5070
Hat,L,Cyan,Accessories,Winter,3.8,63,Yes,Next Day Air,Venmo,944
Sneakers,M,Orange,Footwear,Spring,4.4,88,No,Express,Cash,3476
Sneakers,L,Silver,Footwear,Summer,3.4,36,No,Free Shipping,Venmo,2968
Sneakers,S,Blue,Footwear,Spring,3.1,72,No,Express,Cash,2004
Sweater,XL,Green,Clothing,Winter,3.2,57,Yes,Next Day Air,Bank Transfer,644
Phone,S,Black,Accessories,Winter,5,,Yes,Express,Cash,4781
Blouse,M,Magenta,Clothing,Summer,3.2,83,No,2-Day Shipping,Cash,3581
Hat,XL,Teal,Accessories,Spring,3.2,65,No,Next Day Air,Debit Card,3789
Sandals,S,Yellow,Footwear,Fall,3.8,38,No,Express,Debit Card,1911
Laptop,M,Red,Accessories,Autumn,5,,No,Express,Debit Card,4666
Shirt,L,Maroon,Clothing,Spring,3.4,65,No,Next Day Air,,2340
Socks,XL,Maroon,Clothing,Summer,2.9,91,No,Next Day Air,Credit Card,2481
Headphones,S,White,Accessories,Spring,,1200.24,Yes,Express,Debit Card,5048
Hoodie,M,Blue,Clothing,Fall,2.5,66,Yes,Standard,Bank Transfer,871
Coat,M,Teal,Outerwear,Summer,3.1,42,Yes,Free Shipping,PayPal,328
Boots,M,Cyan,Footwear,Spring,3.1,79,Yes,Store Pickup,Cash,1219
Shoes,S,Red,Accessories,Spring,2,,Yes,Standard,Debit Card,4133
Laptop,M,Green,Clothing,Spring,,,Yes,Standard,Debit Card,4683
Shorts,M,Peach,Clothing,Winter,3.4,38,No,Free Shipping,Cash,2676
Hat,M,Beige,Accessories,Summer,4.6,56,No,Next Day Air,Credit Card,2278
Sunglasses,L,Maroon,Accessories,Winter,4.2,60,No,Free Shipping,PayPal,2365
Handbag,M,Gray,Accessories,Fall,5,80,Yes,Express,Bank Transfer,986
Sneakers,S,Red,Footwear,Fall,4.2,97,No,2-Day Shipping,Credit Card,2283
Jewelry,S,Cyan,Accessories,Fall,2.8,55,No,Free Shipping,Bank Transfer,1757
T-shirt,M,Orange,Clothing,Fall,4.7,89,No,Standard,Venmo,3456
Shirt,L,Red,Clothing,Autumn,3,705.99,No,Express,Debit Card,5007
Bag,S,Green,Accessories,Spring,5,,No,Standard,PayPal,4359
Scarf,S,Indigo,Accessories,Spring,3.2,37,No,Store Pickup,PayPal,3085
Shoes,S,Black,Accessories,Winter,,,No,Express,Debit Card,4985
Dress,M,Peach,Clothing,Fall,4.1,68,No,Store Pickup,Debit Card,2389
Sneakers,XL,Beige,Footwear,Spring,3.3,71,No,Next Day Air,Bank Transfer,3227
Coat,XL,Magenta,Outerwear,Winter,3.2,37,Yes,Store Pickup,Credit Card,531
Sneakers,M,Charcoal,Footwear,Summer,4.3,81,No,2-Day Shipping,Venmo,2739
Headphones,L,Blue,Accessories,Summer,,337.04,Yes,Express,Credit Card,4757
Phone,L,Red,Accessories,Winter,5,,Yes,Express,PayPal,4543
Hat,L,Turquoise,Accessories,Winter,4.7,66,No,Standard,Credit Card,3382
Sweater,XL,Yellow,Clothing,Fall,4.1,74,Yes,Standard,Debit Card,1294
,M,Green,Footwear,Fall,3.7,53,Yes,2-Day Shipping,Debit Card,88
Phone,,Black,Electronics,Autumn,,,No,Express,Credit Card,4714
Gloves,M,Indigo,Accessories,Fall,4.1,99,Yes,Store Pickup,Bank Transfer,1235
Jewelry,M,Magenta,Accessories,Spring,3,80,Yes,2-Day Shipping,Venmo,996
Sneakers,M,Peach,Footwear,Fall,2.8,62,Yes,Store Pickup,Bank Transfer,1108
Phone,S,Blue,Clothing,Winter,,,No,Standard,Cash,4535
Pants,S,Maroon,Clothing,Winter,4.9,97,Yes,2-Day Shipping,PayPal,1579
Scarf,M,Brown,Accessories,Winter,3.8,89,No,Free Shipping,Cash,2403
Jacket,M,Blue,Outerwear,Fall,3.8,81,Yes,Free Shipping,Cash,1215
Scarf,M,Magenta,Accessories,Fall,2.6,91,No,Express,PayPal,3818
Blouse,M,Olive,Clothing,Winter,4,66,No,Next Day Air,PayPal,3542
Socks,M,Purple,Clothing,Fall,3.2,69,No,2-Day Shipping,PayPal,3109
Sunglasses,L,Pink,Accessories,Spring,4.4,24,Yes,2-Day Shipping,PayPal,105
Jewelry,S,Silver,Accessories,Fall,4.2,97,No,Free Shipping,Credit Card,3752
Watch,S,Blue,Clothing,Winter,,418.38,Yes,Standard,Debit Card,4400
Shirt,L,Maroon,Clothing,Summer,2.8,29,Yes,Next Day Air,Credit Card,1262
Shoes,L,Black,Footwear,Spring,3.2,89,Yes,Next Day Air,Venmo,1538
Backpack,M,Peach,Accessories,Spring,3.6,20,Yes,Store Pickup,Credit Card,1404
Phone,L,Green,Accessories,Autumn,,1352.9,Yes,Express,Debit Card,5077
Dress,L,Purple,Clothing,Summer,4.1,67,Yes,Standard,Venmo,915
Coat,XL,Lavender,Outerwear,Summer,4.4,88,No,2-Day Shipping,Credit Card,2301
Hat,M,Teal,Accessories,Summer,3.4,96,No,Store Pickup,Debit Card,2051
Gloves,M,Turquoise,Accessories,Fall,4.9,46,Yes,Free Shipping,PayPal,142
Socks,XL,Magenta,Clothing,Fall,4.8,35,No,2-Day Shipping,Credit Card,3427
Hoodie,L,Magenta,Clothing,Spring,2.7,20,No,Free Shipping,Debit Card,2562
Jacket,M,Gold,Outerwear,Winter,3.2,89,No,2-Day Shipping,Bank Transfer,3592
Bag,L,Blue,Clothing,Winter,3,1200.04,Yes,Express,Cash,4546
Hoodie,XL,Peach,Clothing,Spring,2.9,80,No,2-Day Shipping,PayPal,2636
Dress,M,Blue,Clothing,Spring,3.2,42,No,Next Day Air,Debit Card,2079
Dress,L,Purple,Clothing,Winter,2.9,22,Yes,Store Pickup,Credit Card,916
Jewelry,L,Indigo,Accessories,Winter,3.1,26,No,Store Pickup,Venmo,3420
Gloves,M,Violet,Accessories,Spring,3.4,41,Yes,Standard,Cash,1518
Skirt,L,Black,Clothing,Winter,3.4,71,No,Free Shipping,PayPal,1918
Sneakers,M,Silver,Footwear,Winter,4.2,42,Yes,2-Day Shipping,Cash,491
Phone,XL,Blue,Clothing,Summer,3,,Yes,Standard,Credit Card,4155
Shorts,M,Yellow,Clothing,Spring,4.6,62,Yes,Standard,Debit Card,1324
Jewelry,S,Pink,Accessories,Spring,4.1,66,Yes,Store Pickup,Cash,1659
Coat,S,Green,Outerwear,Spring,3.6,76,No,Standard,Venmo,3051
Headphones,S,Blue,Clothing,Autumn,3,,No,Standard,Credit Card,4420
Shoes,M,Magenta,Footwear,Spring,4.3,51,No,Express,Credit Card,3259
Jeans,S,Magenta,Clothing,Fall,4,22,Yes,Next Day Air,Cash,1041
Coat,M,Purple,Outerwear,Spring,3.7,59,No,Express,Credit Card,2525
Sunglasses,M,Beige,Accessories,Winter,3.1,27,Yes,Free Shipping,Venmo,653
Scarf,XL,Green,Accessories,Winter,3.5,40,No,Store Pickup,Cash,2264
Pants,M,Silver,Clothing,Winter,4.9,53,No,2-Day Shipping,PayPal,2590
Coat,L,Cyan,Outerwear,Winter,3.5,83,No,Express,Cash,2914
Pants,L,Red,Clothing,Winter,3.9,24,Yes,Free Shipping,Bank Transfer,1224
Phone,,Black,Electronics,Autumn,,,No,Standard,Debit Card,4619
Sunglasses,S,Beige,Accessories,Spring,4.8,71,No,2-Day Shipping,Credit Card,2304
Sweater,S,Blue,Clothing,Winter,2.5,92,Yes,Next Day Air,Venmo,1265
Belt,XL,Silver,Accessories,Summer,4.3,32,Yes,Standard,PayPal,1478
Jewelry,M,Gray,Accessories,Spring,4.9,81,No,Express,Debit Card,1912
Hat,S,Red,Accessories,Fall,3.1,71,Yes,2-Day Shipping,PayPal,953
Boots,M,Beige,Footwear,Summer,4.2,87,No,Store Pickup,PayPal,3190
Sandals,XL,Cyan,Footwear,Summer,4.4,100,No,Free Shipping,Credit Card,1848
Jewelry,L,Charcoal,Accessories,Winter,2.8,21,No,Free Shipping,PayPal,2848
Shirt,XL,Gold,Clothing,Summer,3.5,22,Yes,Standard,Cash,1664
Laptop,XL,Blue,Clothing,Summer,5,1416.19,No,Express,Debit Card,4027
Jewelry,M,Violet,Accessories,Winter,2.7,89,No,2-Day Shipping,PayPal,3624
Handbag,M,Green,Accessories,Fall,3.9,67,No,Standard,Venmo,1807
Shoes,M,Brown,Footwear,Summer,4.5,88,No,Express,PayPal,2838
Backpack,L,Pink,Accessories,Winter,3.8,63,No,Standard,Credit Card,2549
Hoodie,M,Purple,Clothing,Summer,2.9,22,No,Store Pickup,Cash,3144
Sunglasses,M,Blue,Accessories,Winter,4.8,80,No,Express,Venmo,1831
Shoes,,Red,Electronics,Winter,,1391.62,No,Standard,Credit Card,4867
Shoes,,Blue,Electronics,Autumn,,,No,Express,Debit Card,4687
Watch,,Black,Electronics,Winter,,,No,Standard,Debit Card,4599
Sweater,L,Peach,Clothing,Winter,4.4,42,No,Next Day Air,Credit Card,1805
Shorts,L,Purple,Clothing,Fall,4.3,35,No,Free Shipping,Venmo,3149
Shoes,S,White,Clothing,Winter,2,907.87,No,Standard,Debit Card,4801
Jacket,M,Brown,Outerwear,Spring,4.6,34,No,2-Day Shipping,Venmo,1787
Sandals,XL,Turquoise,Footwear,Spring,4.6,37,No,2-Day Shipping,Credit Card,3177
Jewelry,S,Brown,Accessories,Winter,3.2,72,No,Next Day Air,Credit Card,3799
Belt,S,Gray,Accessories,Fall,4.2,64,No,Express,Cash,2348
Shirt,XL,Lavender,Clothing,Summer,4.4,61,No,Next Day Air,Cash,3856
Bag,,White,Electronics,Autumn,,1380.81,Yes,Express,Credit Card,4329
Jacket,L,Teal,Outerwear,Summer,4.5,31,No,Express,Venmo,2342
Bag,XL,Black,Clothing,Winter,,,No,Standard,Debit Card,5043
Handbag,M,Maroon,Accessories,Summer,2.8,44,No,Standard,Bank Transfer,2440
Blouse,L,Yellow,Clothing,Fall,3.1,33,No,2-Day Shipping,Debit Card,1881
Gloves,L,Olive,Accessories,Fall,3.9,34,No,2-Day Shipping,Credit Card,3405
Hat,M,Charcoal,Accessories,Spring,5,63,Yes,2-Day Shipping,Venmo,601
Bag,,White,Electronics,Winter,3,178.86,No,Express,Credit Card,4208
Sunglasses,S,Orange,Accessories,Fall,3.4,34,No,Free Shipping,Bank Transfer,3716
Jewelry,M,Beige,Accessories,Summer,4.9,49,Yes,Store Pickup,Bank Transfer,1464
Shirt,S,White,Clothing,Autumn,,990.54,Yes,Standard,Debit Card,4880
Pants,M,Yellow,Clothing,Spring,4.5,39,Yes,2-Day Shipping,Credit Card,1184
Headphones,,White,Electronics,Winter,,784.8,Yes,Standard,Debit Card,4703
Bag,,White,Electronics,Spring,,,No,Express,Debit Card,4026
Shoes,,Black,Electronics,Winter,,,Yes,Standard,Debit Card,5068
Socks,L,Maroon,Clothing,Summer,4.2,35,No,Standard,Credit Card,2651
Backpack,M,Cyan,Accessories,Summer,3.5,58,Yes,Next Day Air,Debit Card,1624
Sandals,M,Indigo,Footwear,Summer,3.9,45,No,2-Day Shipping,PayPal,1769
Hat,L,Teal,Accessories,Spring,3,84,Yes,Next Day Air,Venmo,816
Laptop,L,Black,Accessories,Spring,4,1090.76,Yes,Express,PayPal,4895
Sweater,M,Orange,Clothing,Spring,3.7,95,Yes,Express,Debit Card,279
Phone,S,White,Clothing,Spring,1,1171.81,Yes,Express,Cash,4911
Coat,M,Turquoise,Outerwear,Spring,2.7,44,No,2-Day Shipping,Bank Transfer,3138
Skirt,L,Cyan,Clothing,Spring,2.9,90,No,Store Pickup,Venmo,2831
Hoodie,L,Black,Clothing,Fall,4.1,70,No,Express,Bank Transfer,1701
Blouse,L,Gold,Clothing,Winter,2.6,51,No,Store Pickup,Credit Card,2883
Socks,S,Teal,Clothing,Winter,4.1,68,No,Store Pickup,Cash,2024
Laptop,S,Black,Accessories,Summer,3,,Yes,Express,Debit Card,4097
Scarf,XL,Yellow,Accessories,Summer,4.3,92,Yes,Next Day Air,Venmo,1584
Bag,,Green,Electronics,Winter,1,322.81,No,Express,PayPal,4832
Backpack,L,Lavender,Accessories,Fall,4.2,43,Yes,Store Pickup,Venmo,566
Laptop,M,Green,Accessories,Winter,,,Yes,Standard,Credit Card,4240
Skirt,S,Olive,Clothing,Winter,4.3,62,Yes,Standard,PayPal,515
Sneakers,L,Yellow,Footwear,Spring,4.6,76,Yes,Store Pickup,Debit Card,1569
Shirt,XL,Teal,Clothing,Fall,4.1,73,Yes,Standard,Bank Transfer,159
Phone,,White,Electronics,Spring,4,71.87,No,Standard,Cash,4632
Shoes,S,Black,Accessories,Winter,,349.89,No,Express,Debit Card,4997
T-shirt,M,Turquoise,Clothing,Winter,4.2,60,No,Express,Debit Card,1827
,M,Turquoise,Clothing,Fall,5,22,No,Standard,Credit Card,2257
Sunglasses,M,Lavender,Accessories,Summer,2.7,69,Yes,Free Shipping,PayPal,867
Pants,M,White,Clothing,Summer,3.2,76,Yes,Free Shipping,PayPal,150
Sunglasses,M,Teal,Accessories,Winter,3.4,81,No,2-Day Shipping,Bank Transfer,2309
Bag,,Blue,Electronics,Autumn,,1183.94,Yes,Express,Credit Card,4882
Dress,M,Purple,Clothing,Fall,4.3,41,No,Store Pickup,Credit Card,3623
Headphones,XL,Black,Clothing,Spring,5,,No,Standard,Debit Card,4004
Watch,M,Blue,Clothing,Autumn,5,511.14,No,Express,Debit Card,5023
Bag,M,White,Accessories,Autumn,5,,Yes,Express,Credit Card,4767
Dress,M,Brown,Clothing,Spring,4.9,55,Yes,Express,Cash,967
Watch,,Green,Electronics,Winter,,,No,Express,PayPal,4180
Blouse,XL,Black,Clothing,Summer,3.8,81,Yes,Next Day Air,Bank Transfer,713
Shoes,XL,Peach,Footwear,Winter,3.3,99,No,Standard,Credit Card,1942
Jacket,S,Gold,Outerwear,Summer,3.2,97,Yes,Next Day Air,Cash,455
Handbag,M,Violet,Accessories,Spring,3.8,51,No,Next Day Air,Debit Card,2787
Dress,M,Cyan,Clothing,Spring,2.5,40,No,Express,Cash,3474
Shirt,M,Blue,Clothing,Summer,,1068.26,Yes,Express,Cash,4603
Belt,M,Blue,Accessories,Summer,2.9,32,No,Store Pickup,Credit Card,2911
Scarf,L,Olive,Accessories,Fall,4.8,66,No,Standard,Credit Card,3580
Shoes,M,Silver,Footwear,Spring,4.1,26,No,Free Shipping,Credit Card,3362
Headphones,,White,Electronics,Autumn,1,,Yes,Express,Cash,4821
Hat,M,Teal,Accessories,Spring,4.4,98,Yes,Store Pickup,PayPal,301
Bag,L,Black,Clothing,Autumn,3,120.83,No,Express,Debit Card,4917
Watch,,White,Electronics,Autumn,,136.29,No,Standard,Credit Card,4753
Jeans,M,Orange,Clothing,Spring,2.9,24,No,2-Day Shipping,PayPal,3169
Blouse,L,Purple,Clothing,Spring,2.7,39,No,Standard,Credit Card,2807
Blouse,M,Violet,Clothing,Fall,3.4,62,Yes,Next Day Air,Venmo,1674
Headphones,M,Blue,Clothing,Summer,,,No,Express,Cash,4414
Dress,XL,Olive,Clothing,Summer,4.2,67,Yes,2-Day Shipping,PayPal,130
Shoes,L,Lavender,Footwear,Spring,4,64,No,Store Pickup,Cash,2233
Backpack,L,Beige,Accessories,Summer,3.4,50,Yes,Store Pickup,Cash,709
Sweater,L,Silver,Clothing,Spring,3.4,86,Yes,Express,Credit Card,1338
Shirt,L,Yellow,,Fall,3.9,28,Yes,2-Day Shipping,Credit Card,141
Laptop,,Red,Electronics,Autumn,3,,No,Express,Credit Card,4872
Jeans,L,Silver,Clothing,Spring,4.1,29,Yes,Next Day Air,Credit Card,1274
Coat,M,Cyan,Outerwear,,3.2,37,Yes,Next Day Air,Debit Card,526
Belt,L,Green,Accessories,Fall,2.8,42,Yes,Standard,Cash,697
Belt,L,Blue,Accessories,Summer,3.6,77,No,Standard,Bank Transfer,1812
Shorts,XL,Black,Clothing,Summer,3.1,51,No,Free Shipping,Bank Transfer,3768
Watch,XL,Black,Clothing,Spring,,651.6,Yes,Standard,Cash,4782
Shoes,S,Green,Accessories,Autumn,,,No,Express,Credit Card,4142
Blouse,XL,Black,Clothing,Fall,4.1,63,No,Express,Venmo,2285
Coat,L,Lavender,Outerwear,Spring,4,26,No,Standard,Cash,3126
Shoes,S,Red,Accessories,Summer,,,Yes,Express,PayPal,4695
Jacket,XL,Charcoal,Outerwear,Winter,2.9,88,Yes,Next Day Air,Debit Card,1269
Bag,,Blue,Electronics,Autumn,,,No,Standard,PayPal,5073
Skirt,XL,Turquoise,Clothing,Fall,3.5,30,Yes,Express,Bank Transfer,277
Sneakers,S,Beige,Footwear,Winter,3.2,88,Yes,Express,Cash,529
Dress,L,Gold,Clothing,Summer,2.9,48,Yes,Express,Bank Transfer,72
Scarf,L,Teal,Accessories,Summer,2.8,80,No,Store Pickup,Bank Transfer,2840
Belt,S,Lavender,Accessories,Spring,4.6,32,Yes,Standard,Debit Card,1317
Bag,M,Black,Accessories,Autumn,,31.37,No,Express,Credit Card,4628
Jacket,L,Magenta,Outerwear,Summer,3.1,56,No,Next Day Air,Cash,2521
Belt,M,Maroon,Accessories,Fall,3.6,29,No,Next Day Air,Bank Transfer,3003
T-shirt,L,Violet,Clothing,Summer,3.3,51,No,Standard,Cash,1723
Pants,L,Cyan,Clothing,Summer,3.3,64,No,Next Day Air,Bank Transfer,3099
Boots,S,Green,Footwear,Fall,4.8,83,Yes,Standard,Debit Card,65
Dress,L,Maroon,Clothing,Spring,2.9,58,Yes,2-Day Shipping,Credit Card,737
Jeans,M,Black,Clothing,Summer,3.4,99,No,Express,Venmo,3347
Jeans,XL,Gray,Clothing,Spring,4.7,24,Yes,2-Day Shipping,Credit Card,1011
Pants,M,Peach,Clothing,Summer,3.2,37,Yes,Store Pickup,Debit Card,23
Blouse,S,Lavender,,Winter,3.1,63,No,Next Day Air,Cash,2037
Watch,,Green,Electronics,Winter,,,No,Express,Cash,4730
Jewelry,L,Gray,,Summer,4.2,98,No,Store Pickup,Venmo,1738
Backpack,M,Gray,Accessories,Spring,3.6,42,Yes,2-Day Shipping,Bank Transfer,1355
Bag,M,Green,Accessories,Autumn,2,,Yes,Express,PayPal,4106
Watch,L,Blue,Clothing,Spring,,1336.18,Yes,Standard,Credit Card,4014
Coat,M,Teal,Outerwear,Spring,3.9,21,Yes,Next Day Air,Bank Transfer,1531
Jewelry,L,Red,Accessories,Winter,3.7,42,No,2-Day Shipping,Bank Transfer,3506
Scarf,XL,Blue,Accessories,Winter,4.4,74,No,Free Shipping,Venmo,3393
Jeans,S,Purple,Clothing,Winter,4,98,No,Store Pickup,Cash,1792
Shorts,XL,White,Clothing,Spring,2.7,97,Yes,Standard,Bank Transfer,992
Shirt,L,Magenta,Clothing,Winter,3.4,59,Yes,Standard,Bank Transfer,823
Shorts,L,Yellow,Clothing,Spring,3.7,61,Yes,Free Shipping,Venmo,217
T-shirt,M,Red,Clothing,Summer,4.4,90,No,Store Pickup,Bank Transfer,2574
Hat,L,Gray,Accessories,Fall,4.9,94,Yes,Store Pickup,Cash,135
Coat,L,Lavender,Outerwear,Fall,2.6,51,Yes,Standard,Cash,614
Blouse,S,Silver,Clothing,Spring,3.1,95,Yes,Store Pickup,Credit Card,1585
Laptop,L,Green,Accessories,Summer,,,Yes,Standard,PayPal,4618
Shoes,XL,Blue,Clothing,Winter,,,Yes,Express,Debit Card,4964
Headphones,M,Red,Clothing,Spring,,,Yes,Standard,PayPal,4368
Backpack,M,Blue,Accessories,Spring,4.2,50,Yes,Standard,Cash,1410
Dress,L,Orange,Clothing,Winter,3.4,81,No,2-Day Shipping,Credit Card,3092
Laptop,M,Green,Accessories,Summer,5,830.82,Yes,Express,Cash,4806
Shoes,XL,Green,Clothing,Summer,2,1078.85,No,Express,Credit Card,4850
Sneakers,S,Beige,Footwear,Winter,4.6,35,Yes,Standard,Cash,1381
Blouse,M,Yellow,Clothing,Winter,4.1,58,Yes,Free Shipping,Venmo,1409
Socks,M,Yellow,Clothing,Spring,4.5,93,No,Free Shipping,PayPal,3434
Coat,L,Charcoal,Outerwear,Summer,4.7,29,No,Express,Credit Card,3002
Watch,,Black,Electronics,Winter,,347.82,Yes,Standard,Debit Card,4415
Shirt,L,Silver,Clothing,Summer,3.1,29,No,Standard,Debit Card,2875
Hoodie,S,Indigo,Clothing,Spring,4.6,30,Yes,Next Day Air,Debit Card,50
Socks,L,Black,Clothing,Winter,4.6,37,No,2-Day Shipping,PayPal,3046
Phone,M,Black,Accessories,Autumn,4,,No,Express,Cash,4501
Boots,M,Olive,Footwear,Summer,3.2,56,Yes,Standard,Credit Card,813
Shirt,,Black,Electronics,Autumn,5,,Yes,Express,PayPal,4186
Pants,L,Yellow,Clothing,Fall,3.1,26,No,Next Day Air,Cash,3773
Belt,M,Indigo,Accessories,Winter,3.3,97,No,Store Pickup,Credit Card,2756
Sunglasses,L,Gray,Accessories,Fall,4.9,84,Yes,Free Shipping,Cash,744
Hat,M,Brown,Accessories,Spring,4.5,25,No,Store Pickup,Cash,2103
Belt,S,Indigo,Accessories,Spring,4.9,42,Yes,2-Day Shipping,PayPal,245
